,Area (sq ft),Bedrooms,Bathrooms,Garage Spaces,Age (years),Floors,Lot Size (sq ft),Nearby Schools Rating,Crime Rate (per 1000),Median Income ($1000s),Price ($1000s)
1065,3569,5,1,0,23,2,3249,1,0.10117458461741508,96,1740.582129918666
1066,4911,1,4,0,7,1,3809,7,0.28136149177508296,26,2268.0195802058925
1067,1292,4,1,2,23,1,3921,2,3.9565760426983436,56,1024.175288810071
1068,1931,3,2,2,7,1,5676,5,6.944363656334008,105,1583.329544724617
1069,4321,1,1,2,46,1,5041,5,6.980889827324298,35,1846.0665705233994
1070,1110,2,2,0,34,1,3417,3,4.358170908716137,135,1030.2468197190856
1071,1538,5,1,2,42,2,1532,3,6.941628705385239,137,1132.4119448357103
1072,4041,5,3,2,19,3,9167,3,5.2588521778432415,33,2224.636480785859
1073,1345,3,4,1,9,2,2469,6,9.771621026293422,106,1281.2626084169203
1074,3261,5,4,1,48,2,8292,4,1.7083561169846475,123,1995.4077204898272
1075,2604,5,3,0,18,1,9961,3,6.046605950285496,63,1828.784941502985
1076,4012,1,3,1,41,2,8142,2,4.963263881914935,47,1915.6614030783321
1077,4610,4,4,1,48,1,7000,3,2.0252168121111747,35,2124.1298766440204
1078,1613,3,3,1,45,2,8081,4,7.524905278202864,69,1326.1960016705377
1079,4924,1,2,0,42,1,5649,6,2.827529397326753,134,2320.135724744156
1080,2832,4,1,1,25,1,7931,4,3.8789272090260623,87,1791.2027979789711
1081,1044,1,4,0,14,2,4424,8,3.8108226389165476,111,1312.4296578454066
1082,1071,6,3,2,44,2,2091,3,2.5176242845606933,140,1057.2712063602528
1083,4311,1,2,1,25,3,8849,3,4.363982783814211,35,2140.1748818832593
1084,2571,5,4,0,19,3,5654,3,4.786124221183421,72,1665.0481109493992
1085,2062,4,3,1,39,3,1260,8,7.467794560812144,68,1310.751876468037
1086,3224,3,4,2,15,2,6936,4,7.674178886332667,81,1959.895258545312
1087,1720,3,3,0,16,2,5370,1,1.6697040860874548,103,1324.2012948447846
1088,4230,4,4,0,27,1,5301,2,5.968445763342567,75,2051.4860175719336
1089,3424,5,2,0,40,3,8207,2,8.972358202966015,139,1995.0092482605544
1090,4560,2,2,2,10,1,6819,3,1.1769874279571522,109,2356.2781864944586
1091,2850,1,1,2,4,1,1092,6,4.7818490408879715,139,1685.3336230233695
1092,4300,5,4,2,19,1,6161,8,7.528495911842593,92,2402.185856287004
1093,1965,6,1,0,28,1,8632,1,6.153764210385198,88,1476.1231530548148
1094,1175,4,4,2,21,3,7208,9,1.0957980003065766,117,1598.791623816211
1095,2833,1,3,1,47,1,9556,1,4.026400640974627,21,1532.1614644253877
1096,945,3,3,2,14,2,5916,2,5.121671032346954,72,1140.8270424836014
1097,1231,2,1,0,33,2,4718,3,9.958871456991101,138,1102.9904476751697
1098,1504,6,4,1,48,2,7125,7,1.8682183023041627,26,1329.5285680603251
1099,3432,3,1,2,10,3,2924,9,9.825995294885114,94,1973.2869787425614
1100,1763,4,2,1,19,1,4095,3,3.823882863871495,114,1353.989109515878
1101,3034,1,1,1,30,3,7683,8,2.0831728121308313,22,1786.429060307832
1102,2841,4,1,0,22,1,6181,9,4.19967991302756,98,1864.3402636866492
1103,2628,1,3,1,3,3,3538,7,6.17855172794469,36,1613.428210239737
1104,2908,5,1,1,37,3,3276,4,2.2136241997188595,131,1638.919338474922
1105,4868,2,4,0,41,1,9194,4,2.985246924691065,71,2362.5737506054975
1106,1738,5,3,0,18,3,1910,4,8.56001036717937,26,1128.3172086768845
1107,1606,5,1,0,11,1,1306,6,9.990193670521792,131,1321.2164124065769
1108,2263,4,2,1,48,2,7575,4,3.2499096458344217,73,1489.6287398044062
1109,4215,2,1,1,2,2,5231,5,1.573682359104409,80,2165.8762516011952
1110,810,1,1,1,12,2,7028,9,7.952391117941012,128,1374.4681365063664
1111,2668,1,1,0,6,3,7658,7,6.0445113040239375,35,1743.9868335133724
1112,1684,6,3,2,43,2,7336,8,1.0939713194184513,66,1529.926570687972
1113,4364,3,4,1,40,1,1872,5,9.473037666216607,67,1882.461224351812
1114,2189,6,2,2,44,2,2141,5,0.8726903311589307,140,1432.4584781800188
1115,4201,6,1,0,29,2,1665,7,6.291028376173047,83,1985.4329981873934
1116,1624,1,4,1,30,3,9400,8,4.296978833346456,69,1586.7197562669926
1117,3065,4,4,2,2,1,1951,9,5.610576790575364,60,1848.2793341850515
1118,1736,5,3,1,9,3,5722,2,2.21082053703543,41,1361.4813449028593
1119,3600,5,2,1,47,3,5008,3,6.912292952581451,134,1891.8118623289167
1120,3353,5,3,1,2,1,7655,2,9.601224922420062,24,1924.2472017860337
1121,4645,2,4,2,29,3,7190,7,4.638416153044664,120,2508.299368647847
1122,2596,1,4,0,33,1,1771,2,5.277286947925449,97,1314.1684463600407
1123,853,4,4,1,10,2,5030,2,2.4741355386319253,60,1085.2335113373326
1124,1526,2,3,0,34,1,8859,2,8.929493039135703,111,1381.2645116012045
1125,3536,3,2,0,44,1,1521,4,9.714626610885587,41,1471.471986536827
1126,3970,4,1,2,8,1,4355,1,7.884339162351938,72,1915.921864957314
1127,2713,6,3,2,37,3,2400,2,5.47345767138206,112,1525.3814947139745
1128,2396,4,4,0,33,1,4723,3,9.572288562635444,29,1346.4620977849615
1129,2714,4,3,1,47,1,7579,7,1.6231155481360404,68,1725.6077250274548
1130,3266,5,4,2,6,1,4247,1,4.837059512962663,90,1854.0680280349939
1131,3537,4,1,1,44,2,2858,6,5.422296496591489,38,1622.7001261971295
1132,1649,6,1,1,40,1,5781,3,4.96997255554853,74,1230.935745594038
1133,2909,6,2,1,45,3,5064,3,8.043941043069163,40,1517.91506752141
1134,802,1,4,0,19,1,3398,4,6.736988621062005,45,899.3585920291251
1135,4869,4,2,1,32,1,1142,4,1.3539188125907908,47,1973.0783991840724
1136,1692,5,2,0,27,2,6062,7,3.529867942696298,59,1412.1691114269524
1137,2830,4,1,0,1,1,4469,3,3.456860799030175,48,1603.9133082339426
1138,3960,3,3,1,43,3,4695,8,5.699758708649993,39,1926.674537497871
1139,3176,3,3,1,33,1,1717,8,2.9854383348131797,39,1602.178312071134
1140,2733,5,2,1,40,3,1642,7,1.2609905185837151,93,1555.113868053302
1141,2180,1,1,1,32,2,3548,2,6.57145839000564,139,1317.9919782603122
1142,4481,1,4,0,5,1,9561,5,8.525265691496722,116,2529.598932104622
1143,2090,6,3,1,17,2,4650,6,9.322920145112647,139,1687.6269130149794
1144,2440,6,2,1,8,1,8549,4,9.72852633482881,44,1755.8982884638433
1145,3482,2,3,0,42,3,9978,5,7.833056777469238,23,1903.780887139313
1146,1787,5,3,2,34,2,1949,9,1.4830540400898315,23,1246.3569749964006
1147,2018,4,4,2,9,1,6444,7,8.545807059943572,45,1634.6791526794505
1148,2155,5,1,0,23,3,1521,2,4.0596047264864925,98,1261.4388788550198
1149,4935,2,4,2,35,2,7632,1,7.3261220065443995,109,2364.130277612304
1150,2360,6,1,0,7,1,7048,2,5.359553249112275,90,1656.7293649914727
1151,2218,5,3,1,15,2,1354,3,8.303200723122957,95,1378.3640364884814
1152,1754,5,2,1,20,1,2482,2,4.312506755112917,118,1243.4551269019003
1153,1783,6,4,2,25,3,7994,3,0.7117587263262056,146,1729.5333387705814
1154,1774,2,1,1,3,3,3215,9,5.6125547377364615,51,1401.2485840976237
1155,4933,6,3,2,46,2,5716,4,1.7957764912099645,28,2218.219084960406
1156,4772,1,1,2,24,2,9619,9,9.658624560293934,97,2587.3438582701333
1157,1713,4,1,1,34,1,6821,3,5.316934351672367,32,1207.5801652960774
1158,836,6,1,1,46,3,3537,1,5.580232058988878,143,927.6293906483525
1159,4187,2,3,2,22,1,7339,5,9.081930556866695,115,2263.5485074625353
1160,2511,3,2,1,11,3,9736,2,6.283393926996631,102,1852.0166943983074
1161,3820,1,2,0,48,2,5919,4,3.097020834178101,37,1735.371442967006
1162,1595,3,2,1,8,1,8075,2,3.0313367074423745,112,1519.841325942502
1163,4836,6,1,1,39,1,4765,2,5.065628634073916,43,2059.231226126724
1164,3911,1,3,0,43,3,9850,3,8.679421466398672,121,2136.729849825994
1165,2124,4,1,1,35,3,8082,5,7.967820473289158,79,1535.363518758324
1166,1117,6,2,1,49,3,3827,4,9.631131801962763,79,1011.232938568598
1167,3196,4,2,2,46,2,3058,2,0.811672616236816,119,1597.9156572003362
1168,2962,5,3,1,38,1,8749,2,2.7564280827469525,20,1678.6941234667452
1169,3545,3,1,1,8,3,1730,6,0.8940563073558874,62,1796.3329968300318
1170,2391,1,4,0,37,2,2832,7,7.535684019634119,74,1400.5221771739195
1171,3911,4,4,2,27,3,9600,6,1.494253522588798,53,2283.0598244925877
1172,4730,2,2,2,28,1,7505,7,1.0888745481763067,53,2345.000478240329
1173,2796,4,3,2,40,3,8170,1,5.66055485028562,129,1768.5170825930472
1174,2112,2,1,1,34,1,5179,6,4.173698649979669,103,1429.8657079829384
1175,2085,6,1,2,32,2,7299,3,7.179503253748424,109,1558.6095800705987
1176,3183,1,2,0,15,2,8830,1,4.921452377832702,98,1875.1986153734474
1177,4039,4,2,2,44,3,5802,8,4.310812499810482,90,2123.7067987375235
1178,2939,4,1,0,17,1,7057,4,4.312454442595012,90,1800.7668801280647
1179,2504,1,1,2,33,1,7615,8,8.731576165948661,133,1786.0372014998436
1180,1162,4,2,2,47,1,7762,4,4.012733942152417,48,1150.9513887169333
1181,3404,2,1,0,46,3,6543,4,3.400631564919372,116,1816.2444493546654
1182,2516,4,4,2,16,1,9325,4,3.4514972625250206,72,1866.9431801703831
1183,4538,3,2,2,29,1,5883,6,2.046347888467414,83,2256.9480859407768
1184,3269,6,1,2,9,1,8050,9,8.620819620682497,80,2195.1655211398615
1185,1356,5,2,1,33,1,5959,5,1.5516450687730576,127,1368.5244043581033
1186,1625,2,3,0,49,3,1666,8,9.095246304216094,56,1044.2706153813365
1187,3608,3,2,2,29,3,1276,8,2.906330446918962,27,1708.0172435599886
1188,3519,6,2,0,13,1,1881,4,9.004325539521083,97,1800.9824254944763
1189,4308,1,3,0,21,1,3060,9,7.9291245024643136,87,2120.2509592615506
1190,4541,2,4,0,21,2,3082,9,5.86167645740855,40,2158.0879901711032
1191,2374,5,1,2,5,2,7702,5,6.727753038794131,113,1870.3702902934674
1192,4798,6,3,2,10,1,1158,6,3.3258564991667847,94,2285.7070852925367
1193,2929,5,2,0,6,1,6229,5,5.784863281843857,97,1893.8379517445571
1194,3203,1,1,1,13,2,8956,3,2.994788717194301,85,1920.54108458309
1195,4129,1,3,0,1,2,8514,8,4.08250085751557,73,2396.144937526841
1196,1388,2,1,1,20,1,8803,9,7.670159296769523,119,1586.0279949758485
1197,2812,4,1,0,47,3,3526,4,2.514932381721141,40,1368.1633685633951
1198,2347,1,3,0,46,3,9302,9,8.404575556791624,72,1703.5397682299865
1199,1094,6,1,0,8,1,8803,9,3.8212402512834656,102,1600.8564415974247
1200,2785,4,4,2,10,1,7574,7,5.368482612476192,23,1880.735552923737
1201,3917,3,3,1,9,2,9733,8,9.425408826872445,74,2411.43594056364
1202,2490,5,4,1,49,2,2138,3,6.844430738850061,34,1236.103392019349
1203,1936,4,2,0,41,3,8257,5,6.491480717161811,83,1509.9878848151825
1204,2864,5,1,2,3,1,4283,3,7.144916503289788,131,1814.7504790547841
1205,1807,4,2,2,11,2,8762,7,9.189302253729558,137,1824.0631947763623
1206,3314,3,2,1,12,3,8896,6,2.5602857212929573,39,2031.37254915939
1207,4326,1,1,2,10,3,3419,3,6.17108793741345,83,2020.1534581117708
1208,2047,3,3,1,25,3,2756,9,4.063899158398158,52,1426.2950805079204
1209,4702,1,1,1,49,2,3306,1,0.21736740278141484,100,1884.4893710553808
1210,2235,1,2,1,49,2,8630,3,1.3404788744204812,145,1601.2618668847776
1211,1371,5,2,2,25,1,7263,7,3.3174197631095255,88,1495.0502194721619
1212,3182,6,3,1,11,1,6008,3,5.693499714700965,113,1968.0416916551674
1213,2045,3,1,1,36,3,6247,3,8.826600289293088,87,1367.4949443279174
1214,2884,4,2,0,39,3,9914,2,7.9320297701942515,106,1827.585690087052
1215,1077,3,4,1,26,2,3570,9,5.578003356985427,40,1142.3483673626058
1216,2687,5,2,1,14,2,6807,4,0.8313171372839294,82,1785.0244601680974
1217,2065,1,2,0,39,1,8812,6,2.9304722749102883,104,1585.811335216701
1218,1840,5,3,0,40,1,1324,2,3.7304156141332148,43,990.9190333725248
1219,1717,2,4,2,1,1,8487,9,6.255000133518041,130,1901.1301630947664
1220,1685,2,2,1,4,2,6645,7,0.742743867500427,114,1626.379471830779
1221,3552,4,2,2,30,3,2945,5,5.348916189554686,102,1850.3156758849698
1222,821,5,4,2,12,1,5486,7,9.0244993038326,121,1375.508062992988
1223,3991,4,1,0,35,1,3430,4,7.0837836874042885,97,1857.5306196526285
1224,3153,4,1,2,13,2,4510,7,7.991060384971288,143,1992.2960903785954
1225,1486,2,2,1,31,1,1845,2,6.848588918754827,139,1051.3119783923878
1226,1084,4,2,0,38,3,1567,7,2.1452322105086634,34,889.0099105608881
1227,4547,2,1,1,43,2,3179,4,1.1937898186535847,102,1986.0217247495418
1228,1562,1,3,1,23,1,3019,4,8.311957662748599,25,1033.7527590067089
1229,3228,5,4,0,4,1,4319,1,6.985493916553731,86,1799.8952584211538
1230,3307,4,4,1,16,2,3320,3,5.793109432282045,141,1899.9041628681593
1231,828,2,3,0,7,2,2646,5,1.9739003631856353,103,1059.0560593161515
1232,1706,3,3,1,22,1,4909,5,6.073115156586359,130,1455.0693990911896
1233,3904,4,3,0,29,3,9015,2,0.41008567369938187,83,2149.732827529797
1234,4799,6,3,2,11,2,4420,4,1.2765074305001984,145,2521.1832045043216
1235,3794,1,3,1,33,3,1356,1,3.187712483063803,47,1561.3052629651104
1236,3306,1,3,0,29,1,8485,9,4.4930089463705265,117,2126.333662421641
1237,4409,3,4,1,39,3,4081,1,1.2935885086378036,32,1889.7448687574954
1238,4353,2,3,1,12,1,3280,6,1.2874078201896044,105,2185.4325568261575
1239,2253,4,1,1,7,1,5131,7,7.286347239777991,40,1547.6585988612042
1240,4156,2,3,0,39,1,6123,3,5.740222124681508,82,1986.8757079426202
1241,1315,1,3,2,42,1,8422,1,5.384045609698883,130,1272.7165044010642
1242,838,2,4,2,48,3,3787,7,4.579101501663745,95,1023.6394212526397
1243,4142,1,4,2,26,1,5209,3,9.767776752811182,92,2049.680225455556
1244,1686,2,3,0,40,1,7540,6,0.59302280065433,26,1286.4154508671472
1245,3644,3,4,2,9,3,1465,6,1.8882090439996166,91,1943.0023249119672
1246,3004,5,2,0,41,2,2487,4,6.510326798272249,148,1653.3183919280734
1247,1898,3,4,1,34,3,5942,6,1.4500199731272894,123,1583.0406123169657
1248,2623,3,4,1,45,3,5597,4,5.934871286290821,47,1489.3114520309612
1249,4001,5,4,2,13,3,5536,8,5.720836132262692,62,2273.0874498320795
1250,3955,5,4,0,36,1,1325,9,9.712951318032456,116,2006.2398067364427
1251,3893,4,1,1,25,1,5162,2,8.84552622178532,65,1844.4895003238626
1252,4330,4,1,0,24,1,1303,7,9.46097810329778,20,1810.300479805969
1253,4578,3,1,0,44,2,6067,9,1.2246634577923983,121,2311.160753506506
1254,3696,3,3,1,17,1,6024,9,8.694669528816469,54,2093.899188048018
1255,4253,1,3,0,2,2,8715,5,1.3779975511102291,73,2331.561105640292
1256,4311,1,2,1,13,1,9340,1,6.366028567585491,43,2129.849418356567
1257,1788,4,1,1,31,3,3631,6,7.228773790712222,41,1216.562969929334
1258,4916,6,3,1,29,1,7391,8,1.69244963167793,35,2461.842069294176
1259,4826,6,4,0,28,2,9287,1,6.363327821702443,32,2341.851017133521
1260,4979,4,4,1,27,2,3369,2,0.6193588798287412,119,2272.3776332163916
1261,2482,1,1,0,15,1,1528,1,3.0033342488540193,119,1317.0877070455083
1262,4763,1,2,1,31,3,5675,5,9.219469089947754,81,2212.953521829487
1263,1733,6,2,1,40,1,2663,2,1.800138512728505,106,1157.272981398448
1264,4398,2,4,2,15,1,4364,4,0.7461729252582422,97,2178.662658875772
1265,4033,2,2,2,33,1,3341,1,4.4924141765890475,86,1776.0265160934969
1266,2780,1,1,2,20,3,7656,7,8.521120264419988,110,1891.4051762635224
1267,2655,2,4,0,42,2,5905,8,0.8590565814860706,52,1649.5324773732425
1268,3856,5,3,0,12,3,9884,5,3.6198001157810444,134,2454.5678237591314
1269,1592,4,3,1,37,2,6950,2,9.00777086213733,38,1197.083639096813
1270,1591,4,2,1,9,2,2360,8,1.2697399444500979,143,1481.9858842130143
1271,2609,1,4,1,23,2,6127,1,3.1756182085282716,139,1692.9915971966025
1272,3055,3,4,1,8,3,6562,7,7.806364054203468,116,2083.580681677295
1273,4410,6,3,0,32,1,9730,1,5.477788772674163,43,2218.481709597077
1274,2407,1,4,1,48,1,6777,6,8.340098092272473,46,1473.75189400969
1275,1784,2,4,1,14,1,4925,6,1.2047943911831043,94,1493.2694641602598
1276,4476,6,4,2,27,1,9463,5,9.213486296659255,42,2396.3204671347185
1277,4180,3,2,1,25,1,9001,2,9.355626765700567,60,2143.1646928117448
1278,1319,2,4,1,13,3,2028,2,1.637598899452393,75,1088.4841390604429
1279,1390,5,1,1,21,3,7018,9,0.43536709762682546,117,1608.7712222415134
1280,1850,2,2,0,45,3,2242,5,9.89942968136013,25,981.3072411208987
1281,4433,5,4,2,31,3,9784,5,4.874290763794002,59,2434.991723478447
1282,1759,6,4,1,37,3,8119,7,5.76354649995077,61,1576.189766590929
1283,1492,5,1,1,48,3,5210,6,6.197456863299105,51,1162.1417024691361
1284,4699,6,2,2,43,3,7406,2,7.917717781526977,29,2150.0867967222057
1285,3746,6,3,1,5,1,4377,1,8.138680893554588,88,1973.2327737416417
1286,1326,6,3,0,13,2,5071,5,2.0198597207657616,28,1251.0240826233803
1287,4024,6,2,1,28,3,2440,4,2.442703732271913,88,1966.2222741363755
1288,3053,6,4,0,43,2,4626,3,8.780646986569083,118,1729.2855837425789
1289,4144,2,4,0,25,3,1184,2,8.213224287030807,93,1804.9477848553406
1290,4765,6,3,1,35,3,5996,2,6.214431877384158,122,2330.5096254865807
1291,2675,2,3,2,47,1,9412,4,9.947521675336013,142,1816.2522659285628
1292,2563,6,3,0,39,2,9031,2,7.378321041158104,121,1768.4956863186703
1293,1320,5,1,2,7,1,6563,4,2.236784004489464,27,1280.7699080845093
1294,1816,6,3,1,38,1,4188,3,8.481776236893515,38,1192.145574786917
1295,916,3,1,0,32,2,3945,9,4.205853100064386,21,962.2078176498728
1296,3233,6,2,1,3,1,7765,7,0.45791133935876294,74,2139.7273300291254
1297,1383,6,4,2,45,3,3474,3,3.2820706503355392,36,1042.054270197615
1298,1194,5,3,1,39,3,7787,8,7.659157217187914,80,1422.4127278695757
1299,4588,4,4,1,37,3,9792,9,9.606041451146085,105,2625.9959056252674
1300,3568,5,4,0,22,3,5599,7,2.8337505214016194,54,2039.451906293699
1301,4967,3,3,1,8,3,7274,6,2.540511611656179,122,2652.3984036428137
1302,4660,4,3,1,17,1,5313,4,5.679804197423171,85,2270.1977982981803
1303,1073,1,2,1,27,1,3218,5,8.135670606658223,20,878.8334316368665
1304,2813,1,1,0,33,3,2152,8,7.490604253393371,138,1631.7079589091738
1305,2189,3,1,2,46,3,1056,3,5.643593135371884,74,1083.647117775911
1306,4366,5,4,2,17,1,1143,2,6.350757847983337,119,2079.6633521552635
1307,965,2,3,1,42,2,8218,3,2.4967796775308058,40,1054.346319113004
1308,2367,3,2,0,12,1,9559,7,4.382485223533171,70,1840.9667738429991
1309,1528,4,2,1,48,1,7361,8,2.6281197025509693,119,1451.0149011518022
1310,2843,4,2,2,46,1,1615,1,8.855737950961913,27,1172.190937591586
1311,4997,6,2,0,27,1,9062,7,1.2142896229186062,87,2606.133391957033
1312,4296,1,2,2,48,1,6977,9,6.82943152277807,126,2276.2993606787613
1313,1578,4,1,2,8,2,7984,3,2.6768036519337324,86,1493.419027378346
1314,1013,3,1,0,23,3,9890,3,4.808216356212817,21,1175.3913913647186
1315,4562,4,1,0,42,3,5971,8,3.0641865244416646,20,2127.3527964725436
1316,2376,3,3,1,49,2,6781,4,3.30012863888877,20,1379.291747242099
1317,3248,2,4,1,29,3,1944,8,2.6778908347491175,121,1855.1388840971636
1318,3736,6,2,2,20,3,8078,5,7.552649919834842,134,2299.3405595439062
1319,3917,1,3,0,16,3,2746,3,3.720586986072566,107,1899.7826987742958
1320,1391,4,2,0,17,2,6783,4,7.2909344753694185,111,1389.8399135505047
1321,3520,3,1,1,16,2,7907,4,4.615092308029726,37,1934.4748779514803
1322,1513,5,3,2,19,3,9625,8,5.517735816792844,107,1779.2501290752161
1323,1735,1,1,2,8,3,3926,6,5.478546009563525,52,1300.313683441424
1324,801,2,2,1,38,3,2089,7,9.760935585501528,92,900.2966553135149
1325,3648,3,2,0,38,1,3957,9,3.733918311538417,47,1841.0882767193405
1326,4844,6,4,1,29,1,3612,6,2.156072544436216,106,2362.6803636328364
1327,2749,6,2,1,41,1,7047,3,9.12674020962936,72,1628.7685100483006
1328,1717,2,1,1,36,2,7249,3,1.8309089642241752,63,1249.155615914379
1329,3974,2,2,1,26,3,4759,3,8.360786173859012,99,1959.3030132668505
1330,3041,6,4,0,31,2,8718,2,1.5871274651225655,33,1798.3261242947092
1331,889,4,4,1,44,2,5263,1,6.621370908851322,122,1042.6213317576708
1332,2509,4,1,0,12,2,2902,1,1.5903540513189072,55,1344.0216943001367
1333,2969,3,3,1,17,3,3567,4,9.238549610470352,53,1626.9513467591357
1334,3841,5,2,2,15,1,9075,3,5.693581998263029,107,2254.415986783921
1335,905,3,4,0,9,3,3994,5,3.3598110074868672,35,1091.7430067593812
1336,1686,5,2,2,39,3,6229,9,1.4891954721395897,60,1464.2725830377412
1337,1227,2,2,1,42,2,3010,8,3.7748031378453404,44,1004.9510757618335
1338,2695,1,3,1,48,2,8377,9,7.079698345201236,145,1901.3115995212565
1339,1116,3,4,1,12,2,1830,5,3.911013750892617,27,1007.3171713716109
1340,1434,3,2,0,32,1,1048,8,2.5363319473448964,131,1178.0194613322287
1341,2725,5,4,2,25,1,5210,4,5.816353538108791,113,1776.9283437540143
1342,2856,2,1,0,39,1,2178,5,4.236436343087484,103,1433.6117982985322
1343,3944,2,1,0,18,3,6768,3,1.741481736699894,87,2035.5635153320095
1344,3070,5,2,1,15,2,8878,5,1.6244811037468225,86,2048.3102480054786
1345,2239,2,4,2,32,3,1070,3,7.103873703196362,130,1337.2688685255675
1346,1352,6,2,1,6,1,8686,5,9.74925176561094,37,1458.9662109690146
1347,1515,4,4,0,44,2,8879,5,2.4076313015343582,75,1427.7178332939666
1348,4711,6,4,1,43,1,6455,6,7.754171148231751,54,2292.582374880027
1349,2513,1,3,2,35,2,9258,9,0.9673063542596055,137,1998.0492113965208
1350,4189,3,3,1,34,2,6612,1,3.877601598616599,45,1942.0997124064095
1351,1907,1,3,2,38,3,6769,6,5.116212712801744,80,1455.289489493692
1352,1050,3,2,2,5,3,2777,1,2.7605947583687063,107,1104.8060283923019
1353,3230,4,3,1,18,1,8380,6,5.342826323491079,34,1951.5817851893898
1354,2854,2,3,0,16,3,3228,2,8.83788283387216,110,1571.9487692399282
1355,1258,6,1,1,8,3,9804,8,9.449935827314436,51,1596.0558449643288
1356,1007,5,4,0,25,3,9888,3,1.0955138482931897,83,1415.7412079194569
1357,1699,6,4,0,32,2,7746,6,2.791274746443603,105,1590.3172227052416
1358,4261,4,3,1,26,3,7391,6,9.793425783425477,64,2253.065140055668
1359,4185,1,4,0,22,1,3406,4,2.7771422629822125,54,1908.0663491833966
1360,821,5,1,0,31,2,9440,5,6.957802776320066,45,1187.4811472333786
1361,1209,2,1,1,43,2,1637,2,2.6091915693166103,42,717.993140924249
1362,1694,4,3,1,10,3,9090,8,3.6280193738782787,48,1704.5334225832055
1363,1314,5,1,1,12,2,1949,7,1.993661980179285,83,1200.2141222829746
1364,4909,4,4,0,28,1,4587,6,8.577371917601736,132,2432.755590599274
1365,2934,4,2,2,6,1,2111,7,8.838222761813089,137,1848.2896770289224
1366,4395,2,4,0,20,2,9367,1,3.0394338283627724,86,2293.274558686745
1367,3756,3,2,2,5,3,1722,5,8.253539259289237,127,1975.3239812929744
1368,2360,5,3,1,23,3,4842,7,3.6465923353661425,105,1721.9622138423697
1369,2066,2,2,2,9,2,4674,1,1.0802922866620672,48,1315.0328604627334
1370,2969,4,1,1,29,1,5866,2,7.604956333191527,79,1604.3573223203323
1371,4438,2,4,1,16,2,1702,9,6.0048178640985626,73,2169.182391559498
1372,1549,3,2,2,46,3,3128,3,2.816386192340429,112,1127.1392443640004
1373,4227,6,4,1,22,3,5233,6,2.6046974310672857,88,2279.3866083856174
1374,2727,5,3,2,8,2,3517,7,9.75867136777498,136,1899.7710737267425
1375,4604,3,3,1,20,1,2149,9,8.638760304841604,28,2115.8112912710426
1376,4502,1,1,0,14,2,2878,5,8.117003460800271,145,2163.0914496837418
1377,3156,5,3,0,39,1,1309,4,1.3673753155524897,96,1567.4786362193215
1378,3135,3,2,1,37,1,4952,2,7.576354015057778,29,1500.710889653732
1379,1106,4,3,1,34,2,8728,3,2.223948189912537,121,1371.0025683588713
1380,4465,5,1,2,11,2,4049,5,9.776150537761584,77,2173.527850669159
1381,2789,5,4,0,40,1,6766,2,0.6156829608263512,132,1732.565149334977
1382,1461,2,4,2,33,1,7412,4,3.586170987246412,125,1447.388283018865
1383,1111,4,3,1,31,1,5865,1,4.34361362370928,54,1023.9785966500667
1384,3720,1,2,1,44,1,1015,4,8.25960882446632,122,1634.2712018227094
1385,1882,6,1,2,34,3,1605,7,7.685605898240056,122,1387.3787281127868
1386,3771,3,2,1,7,2,5908,3,3.8124222349712373,116,2093.738356687052
1387,1554,2,1,0,49,1,9006,8,5.699046905234604,125,1473.7172632832194
1388,4930,3,3,2,23,2,7412,6,8.37239211971653,90,2512.979900138431
1389,1152,1,1,0,46,1,9605,6,0.28017596229542185,96,1270.1600824646634
1390,1702,1,1,0,7,2,5120,1,8.041563185292274,73,1219.9576878636335
1391,4688,5,3,0,25,2,9507,5,9.474270650886217,40,2409.0554264659286
1392,958,1,2,2,3,1,5666,3,0.4174387626932945,130,1272.058628917916
1393,2777,3,3,1,38,1,5820,1,0.5512517720740077,94,1561.7001023243256
1394,1756,4,1,0,20,2,8835,8,3.510688655103599,33,1552.1979461188346
1395,2871,4,3,0,34,2,2849,7,0.9689186812999778,21,1495.0926699145552
1396,1203,5,1,0,49,2,2953,7,4.844833194909493,127,1090.3247070225552
1397,3579,6,3,1,44,3,9580,4,7.314235782388809,97,2122.3690183032854
1398,2187,3,4,1,44,1,3769,6,5.712302426814995,67,1353.650891976363
1399,4253,3,4,2,30,3,4046,9,2.0446758998201293,110,2298.759447346598
1400,1755,1,3,1,17,3,8594,3,6.582631870300541,36,1409.2040803875661
1401,2512,3,2,2,10,1,7840,9,6.880059343871267,31,1816.0376246137055
1402,2073,2,1,2,35,1,6066,4,9.331214961281646,45,1293.463920431719
1403,4611,6,4,2,20,3,3415,5,1.5532892840327857,56,2236.43001543838
1404,3425,1,2,2,18,1,3389,7,6.9541280326062616,89,1841.6168113289057
1405,3182,2,1,2,45,2,6924,6,9.12312946664616,98,1808.7009954731118
1406,2241,5,4,0,44,2,9495,8,5.065485117874278,109,1841.7931611029353
1407,3779,4,4,1,27,3,1763,8,3.6818168306442587,60,1910.658109944609
1408,2597,5,3,0,49,3,8541,8,1.7904199927894668,148,1956.6173284640145
1409,4809,4,1,2,36,1,1815,3,8.6811901762486,36,1876.240986166759
1410,2194,5,2,1,23,1,7255,6,4.003039110921885,72,1658.8286451083554
1411,2069,3,2,0,32,3,1877,7,9.256336188350154,137,1401.9737898463811
